title,description,recipeLink,keywords,ratingCount,ratingValue,recipeCategory,recipeCuisine,keywords_merged,recipeCategory_merged,recipeCuisine_merged,soup,imageLink
Easy potato and pea samosas,"An easy little vegetable samosa that makes a delicious, inexpensive lunch from storecupboard ingredients.",https://www.bbc.co.uk/food/recipes/potatoandpeasamosas_86618,"7 things to do with frozen peas, dirty snacks , diwali snacks, easy picnic snacks, tasty snack, indian family feasts, match food, recipes for iftar, the big night in, diwali, eid al-fitr, party food, picnic, samosa, peas, potato, egg free, nut free, pregnancy friendly, vegetarian, Indian Food Made Easy",16.0,4.3,Light meals & snacks,Indian,7thingstodowithfrozenpeas dirtysnacks diwalisnacks easypicnicsnacks tastysnack indianfamilyfeasts matchfood recipesforiftar thebignightin diwali eidal-fitr partyfood picnic samosa peas potato eggfree nutfree pregnancyfriendly vegetarian indianfoodmadeeasy,lightmeals&snacks,indian,lightmeals&snacks indian 7thingstodowithfrozenpeas dirtysnacks diwalisnacks easypicnicsnacks tastysnack indianfamilyfeasts matchfood recipesforiftar thebignightin diwali eidal-fitr partyfood picnic samosa peas potato eggfree nutfree pregnancyfriendly vegetarian indianfoodmadeeasy,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/potatoandpeasamosas_86618_16x9.jpg
Chicken bhuna,"The word �bhuna� means to fry and, in this recipe, it is key to fry the onions and tomatoes really well until the oil begins to leave the sides of the pan. The secret to a really good chicken bhuna is to not add any water as all the flavour comes from the spices and onions. ",https://www.bbc.co.uk/food/recipes/bhuna_murgh_masala_90385,"best curry, easy curry, instagram, make-ahead dinners, autumn, diwali, eid al-fitr, winter, chicken curry, chicken thigh, egg free, nut free, pregnancy friendly",11.0,4.8,Main course,Indian,bestcurry easycurry instagram make-aheaddinners autumn diwali eidal-fitr winter chickencurry chickenthigh eggfree nutfree pregnancyfriendly,maincourse,indian,maincourse indian bestcurry easycurry instagram make-aheaddinners autumn diwali eidal-fitr winter chickencurry chickenthigh eggfree nutfree pregnancyfriendly,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/bhuna_murgh_masala_90385_16x9.jpg
Turkey meatballs in tomato sauce,"Nigella's turkey meatballs are light and succulent, as well as being lower in fat. Make a batch � half for tea and half to be frozen for future outings.",https://www.bbc.co.uk/food/recipes/turkey_meatballs_in_16570,"make and freeze, easy family dinners, student food, meatballs, chopped tomatoes, turkey mince, nut free, pregnancy friendly, Nigella Kitchen",17.0,3.7,Main course,Italian,makeandfreeze easyfamilydinners studentfood meatballs choppedtomatoes turkeymince nutfree pregnancyfriendly nigellakitchen,maincourse,italian,maincourse italian makeandfreeze easyfamilydinners studentfood meatballs choppedtomatoes turkeymince nutfree pregnancyfriendly nigellakitchen,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/turkey_meatballs_in_16570_16x9.jpg
Black bean chilli with pulled mushrooms,"This classic black bean chilli is topped with a genius vegan pulled ""pork"". Use a mixture of shiitake and closed-cup mushrooms for taste and texture.

Each serving provides 306 kcal, 9g protein, 41g carbohydrates (of which 22g sugars), 10g fat (of which 1.5g saturates), 9g fibre and 0.4g salt.",https://www.bbc.co.uk/food/recipes/pulled_mushrooms_chilli_92323,"dr rupy's healthy vegetarian meals, full of beans , healthy vegan, protein-packed vegetarian dinners, vegan food for winter, veganuary, veggie chilli, black bean, sweet potato, mushroom, dairy free, egg free, gluten free, healthy, nut free, pregnancy friendly, vegan, vegetarian, Cooking in the Doctor's Kitchen",14.0,4.2,Main course,Mexican,drrupy'shealthyvegetarianmeals fullofbeans healthyvegan protein-packedvegetariandinners veganfoodforwinter veganuary veggiechilli blackbean sweetpotato mushroom dairyfree eggfree glutenfree healthy nutfree pregnancyfriendly vegan vegetarian cookinginthedoctor'skitchen,maincourse,mexican,maincourse mexican drrupy'shealthyvegetarianmeals fullofbeans healthyvegan protein-packedvegetariandinners veganfoodforwinter veganuary veggiechilli blackbean sweetpotato mushroom dairyfree eggfree glutenfree healthy nutfree pregnancyfriendly vegan vegetarian cookinginthedoctor'skitchen,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/pulled_mushrooms_chilli_92323_16x9.jpg
Chocolate lava cake,Donal's gloriously gooey chocolate lava cake is a big version of the molten chocolate fondant and comes with easy peanut butter no-churn ice cream.,https://www.bbc.co.uk/food/recipes/chocolate_lava_cake_79464,"the best chocolate cakes, autumnal baking, decadent dessert, easy chocolate, easy roast chicken dinner, valentine's day baking, dinner party, father's day, valentine's day, chocolate fondant, dark chocolate, pregnancy friendly, vegetarian, Saturday Kitchen Best Bites",11.0,4.3,Cakes and baking,,thebestchocolatecakes autumnalbaking decadentdessert easychocolate easyroastchickendinner valentine'sdaybaking dinnerparty father'sday valentine'sday chocolatefondant darkchocolate pregnancyfriendly vegetarian saturdaykitchenbestbites,cakesandbaking,nan,cakesandbaking nan thebestchocolatecakes autumnalbaking decadentdessert easychocolate easyroastchickendinner valentine'sdaybaking dinnerparty father'sday valentine'sday chocolatefondant darkchocolate pregnancyfriendly vegetarian saturdaykitchenbestbites,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/chocolate_lava_cake_79464_16x9.jpg
Chocolate fridge cake,A no-bake fridge cake that's perfect for making with children. You can also pick and mix the fillings to suit your taste.,https://www.bbc.co.uk/food/recipes/chocolatefridgecake_74814,"quick, bake sale ideas, baking with children, cheap treats, easy chocolate, easy dessert, easy easter baking, excellent easter chocolate , guilty pleasures, quick cakes, quick chocolate, teatime treats, easter, halloween, fridge cake, milk chocolate, dark chocolate, pregnancy friendly, vegetarian",28.0,4.6,Desserts,American,quick bakesaleideas bakingwithchildren cheaptreats easychocolate easydessert easyeasterbaking excellenteasterchocolate guiltypleasures quickcakes quickchocolate teatimetreats easter halloween fridgecake milkchocolate darkchocolate pregnancyfriendly vegetarian,desserts,american,desserts american quick bakesaleideas bakingwithchildren cheaptreats easychocolate easydessert easyeasterbaking excellenteasterchocolate guiltypleasures quickcakes quickchocolate teatimetreats easter halloween fridgecake milkchocolate darkchocolate pregnancyfriendly vegetarian,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/chocolatefridgecake_74814_16x9.jpg
Pi�ata cake,"This pretty pi�ata cake is fantastic for a birthday or a special occasion. It's filled with jelly beans for a burst of colour when the cake is cut into, but you can use whatever sweets you like.

You will need 4 x 20cm/8in cake tins, a large piping bag fitting with a large star nozzle (to make the swirls that sit on the top) and a 8�9cm/3��3�in round biscuit cutter (or a small bowl to cut around).",https://www.bbc.co.uk/food/recipes/perfect_pink_cake_80193,"creative bakes, the best cake, weekday cakes, birthday party, cake, butter, nut free, pregnancy friendly, vegetarian, Best Home Cook",12.0,4.0,Cakes and baking,,creativebakes thebestcake weekdaycakes birthdayparty cake butter nutfree pregnancyfriendly vegetarian besthomecook,cakesandbaking,nan,cakesandbaking nan creativebakes thebestcake weekdaycakes birthdayparty cake butter nutfree pregnancyfriendly vegetarian besthomecook,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/perfect_pink_cake_80193_16x9.jpg
White chocolate cheesecake,"The white chocolate is only a delicate presence here and, moreover, it helps the cheesecake set in the fridge overnight to a perfect, tenderly firm consistency.  While I love this pale, plain and unadorned, it can be beautifully partyfied by a sprinkling of chopped pistachios and a jewel-bright scattering of pomegranate seeds. ",https://www.bbc.co.uk/food/recipes/white_chocolate_22234,"decadent dessert, easter desserts, easy festive desserts, egg and flour free treats, christmas desserts, irresistible no-cook desserts, nigella's christmas, no-bake cheesecakes, no-cook christmas desserts, make-ahead mother's day menu, the best white chocolate, birthday party, christmas, dinner party, hanukkah, mother's day, cheesecake, white chocolate, ginger biscuit, egg free, nut free, pregnancy friendly, vegetarian, Nigella: At My Table",46.0,4.5,Desserts,,decadentdessert easterdesserts easyfestivedesserts eggandflourfreetreats christmasdesserts irresistibleno-cookdesserts nigella'schristmas no-bakecheesecakes no-cookchristmasdesserts make-aheadmother'sdaymenu thebestwhitechocolate birthdayparty christmas dinnerparty hanukkah mother'sday cheesecake whitechocolate gingerbiscuit eggfree nutfree pregnancyfriendly vegetarian nigella:atmytable,desserts,nan,desserts nan decadentdessert easterdesserts easyfestivedesserts eggandflourfreetreats christmasdesserts irresistibleno-cookdesserts nigella'schristmas no-bakecheesecakes no-cookchristmasdesserts make-aheadmother'sdaymenu thebestwhitechocolate birthdayparty christmas dinnerparty hanukkah mother'sday cheesecake whitechocolate gingerbiscuit eggfree nutfree pregnancyfriendly vegetarian nigella:atmytable,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/white_chocolate_22234_16x9.jpg
Blueberry muffins,"These are the best blueberry muffins ever, but you can use this recipe as a basic muffin recipe, too. Leave the muffin mixture to rest for as long as your willpower can bear�

Each serving provides 214 kcal, 3.5g protein, 20.5g carbohydrates (of which 10g sugars), 13g fat (of which 8g saturates), 1g fibre and 0.5g salt.
",https://www.bbc.co.uk/food/recipes/blueberrymuffins_67846,"totally moreish muffins, easy picnic snacks, family brunch, frozen berries, kid-friendly brunch, kid's picnic, brilliant brunch, quick cakes, using up older fruits, birthday party, mother's day, picnic, recipes for kids, muffins, blueberry, pregnancy friendly, vegetarian, summer, Saturday Kitchen",47.0,4.1,Cakes and baking,American,totallymoreishmuffins easypicnicsnacks familybrunch frozenberries kid-friendlybrunch kid'spicnic brilliantbrunch quickcakes usingupolderfruits birthdayparty mother'sday picnic recipesforkids muffins blueberry pregnancyfriendly vegetarian summer saturdaykitchen,cakesandbaking,american,cakesandbaking american totallymoreishmuffins easypicnicsnacks familybrunch frozenberries kid-friendlybrunch kid'spicnic brilliantbrunch quickcakes usingupolderfruits birthdayparty mother'sday picnic recipesforkids muffins blueberry pregnancyfriendly vegetarian summer saturdaykitchen,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/blueberrymuffins_67846_16x9.jpg
Pulled beef brisket,"Tom Kerridge calls this tender, shredded, beef brisket the �ultimate sandwich�. It may take a while, but it will be worth the wait. Serve with coleslaw.

Equipment and preparation: for this recipe you will need a pestle and mortar, some kitchen string and a freestanding mixer with dough hook attachment. 
",https://www.bbc.co.uk/food/recipes/pulled_beef_brisket_in_a_53078,"match food, proper pub grub, tom kerridge's top 10, hanukkah, new year and hogmanay, party food, slow-cooked dishes, brisket, Tom Kerridge's Best Ever Dishes",14.0,4.9,Main course,American,matchfood properpubgrub tomkerridge'stop10 hanukkah newyearandhogmanay partyfood slow-cookeddishes brisket tomkerridge'sbesteverdishes,maincourse,american,maincourse american matchfood properpubgrub tomkerridge'stop10 hanukkah newyearandhogmanay partyfood slow-cookeddishes brisket tomkerridge'sbesteverdishes,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/pulled_beef_brisket_in_a_53078_16x9.jpg
Budget spaghetti carbonara,"Spaghetti carbonara is a crowd-pleaser if ever there was one � eggs, cheese, bacon and pasta. And ready in the time it takes to boil spaghetti. This is designed to be a low cost recipe.",https://www.bbc.co.uk/food/recipes/spaghetti_carbonara_16890,"quick, bacon pasta, budget dinners, cheap italian family favourites , easy pasta, italian comfort food, spaghetti on a shoestring, under �4 family dinners, easy family dinners, student food, spaghetti carbonara, spaghetti, bacon, egg yolk, nut free, Great British Budget Menu",13.0,3.9,Main course,Italian,quick baconpasta budgetdinners cheapitalianfamilyfavourites easypasta italiancomfortfood spaghettionashoestring under�4familydinners easyfamilydinners studentfood spaghetticarbonara spaghetti bacon eggyolk nutfree greatbritishbudgetmenu,maincourse,italian,maincourse italian quick baconpasta budgetdinners cheapitalianfamilyfavourites easypasta italiancomfortfood spaghettionashoestring under�4familydinners easyfamilydinners studentfood spaghetticarbonara spaghetti bacon eggyolk nutfree greatbritishbudgetmenu,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/spaghetti_carbonara_16890_16x9.jpg
Dad�s Chinese chicken curry,"A super-simple Chinese-style chicken curry that can easily be adapted to whatever protein or veggies you have available.

For this recipe you will need a food processor or a blender.",https://www.bbc.co.uk/food/recipes/dads_chinese_chicken_77625,"quick, budget curry, cheap and cheerful family favourites, the best chicken drumsticks, easy family dinners, chicken curry, chicken thigh, dairy free, egg free, nut free, pregnancy friendly, Daily Kitchen Live",50.0,3.6,Main course,Chinese,quick budgetcurry cheapandcheerfulfamilyfavourites thebestchickendrumsticks easyfamilydinners chickencurry chickenthigh dairyfree eggfree nutfree pregnancyfriendly dailykitchenlive,maincourse,chinese,maincourse chinese quick budgetcurry cheapandcheerfulfamilyfavourites thebestchickendrumsticks easyfamilydinners chickencurry chickenthigh dairyfree eggfree nutfree pregnancyfriendly dailykitchenlive,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/dads_chinese_chicken_77625_16x9.jpg
