id,title,description,recipeLink,keywords,recipeType,ratingCount,ratingValue,authorType,authorName,prepTime,cookTime,recipeCategory,recipeCuisine,serving,nutrition,suitableForDiet,gotImage
5559,Dill herrings and quails' eggs canap�s,These canap�s are incredibly easy but still pack a flavour punch. Plus they can be made up to 2 hours in advance making them a stress-free party canap�. ,https://www.bbc.co.uk/food/recipes/dill_herrings_and_quails_42935,"quick, party food, canap�s, quails' egg, nut free, pregnancy friendly, Mary Berry's Easter Feast",Recipe,,,Person,Mary Berry,0.00:30:00,0.00:00:00,Starters & nibbles,,Makes 24 canp�s,,[],FALSO
5560,Guinea fowl cooked with Riesling and chanterelles,Guinea fowl cooked in butter with a creamy white wine sauce flavoured with tarragon. Serve with crusty bread.,https://www.bbc.co.uk/food/recipes/guinea_fowl_cooked_with_67526,"guinea fowl, egg free, nut free, Saturday Kitchen Best Bites",Recipe,,,Person,Michel Roux,0.00:30:00,0.01:00:00,Main course,French,Serves 4,,[],FALSO
5561,Brioches � t�te,"Brioche � t�te (or parisienne) is a brioche baked into a fluted round tin with a ball of dough placed on top to form the �head�, the t�te. Great for brunch with a strong coffee.  

Equipment and preparation: You will need 16 brioche moulds.",https://www.bbc.co.uk/food/recipes/brioches__ttes_39328,"how to make bread, showstopper bakes, afternoon tea, brioche, butter, nut free, pregnancy friendly, vegetarian, The Great British Bake Off",Recipe,8,4375,Person,Paul Hollywood,0.12:00:00,0.00:30:00,Brunch,French,Makes 16 brioche t�tes,,['http://schema.org/VegetarianDiet'],FALSO
5562,Strawberries and cream meringues,Strawberries and cream is a classic combination. Rick Stein keeps his meringues whole to serve with rich clotted cream and fresh strawberries. ,https://www.bbc.co.uk/food/recipes/meringueswithclotted_516,"british summer fruit, england's finest, strawberries and cream, barbecue, dinner party, summer dinner, meringue, strawberry, nut free, vegetarian, spring, summer, Fresh Food",Recipe,4,425,Person,Rick Stein,0.00:30:00,0.02:00:00,Desserts,British,Makes 10 meringues,,['http://schema.org/VegetarianDiet'],FALSO
5563,Warm Greek salad with parsley pesto,,https://www.bbc.co.uk/food/recipes/warmgreeksaladwithpa_84442,"quick, Greek salad, egg free, gluten free, pregnancy friendly, vegetarian, Something for the Weekend",Recipe,,,Person,Simon Rimmer,0.00:30:00,0.00:30:00,Starters & nibbles,Greek,Serves 6,,"['http://schema.org/GlutenFreeDiet', 'http://schema.org/VegetarianDiet']",FALSO
5564,Sweet soy-marinated rump of lamb,Stick these sweet plummy marinated lamb rumps on the barbecue for maximum pleasure with minimum effort.,https://www.bbc.co.uk/food/recipes/oriental-style_marinated_79700,"barbecue, lamb rump, dairy free, egg free, Hairy Bikers Everyday Gourmets",Recipe,,,Person,The Hairy Bikers,0.12:00:00,0.00:30:00,Main course,,Serves 6,,['http://schema.org/LowLactoseDiet'],FALSO
5565,Pork chops with apples and cider,The great thing about this dish is you can either cook it quickly on a high heat or cook it for hours on low.,https://www.bbc.co.uk/food/recipes/porkchopswithapplesa_92491,"make the most of apples, cooking with cider, easy dinner party, easy festive suppers, fruit in savoury dinners, bonfire night, dinner party, dairy free, egg free, nut free, Nigel Slater's Simple Suppers",Recipe,8,4875,Person,Nigel Slater,0.00:30:00,0.01:00:00,Main course,British,Serves 4,,['http://schema.org/LowLactoseDiet'],FALSO
5566,Spiced mackerel with horseradish potatoes,"Try this lovely dish of fresh, inexpensive mackerel with a creamy potato salad, perfect for a simple supper or lunch.",https://www.bbc.co.uk/food/recipes/spiced_mackerel_with_05813,"quick, relaxed summer menu, mother's day, picnic, new potatoes, horseradish, mackerel, egg free, nut free, summer, autumn, The Hairy Bikers' Cook Off",Recipe,4,475,Person,Mark Sargeant,0.00:30:00,0.00:30:00,Light meals & snacks,,Serves 4,,[],FALSO
5567,Gremolata fish with tartare sauce,"Keep a careful eye on the gremolata crumb as you grill the fish for this posh fish and chips to get the topping to just the right crispness.

Each serving provides 517 kcal, 41g protein, 53g carbohydrates (of which 5g sugars), 14g fat (of which 2g saturates), 7g fibre and 1.4g salt.",https://www.bbc.co.uk/food/recipes/posh_fish_and_chips_96392,"healthy british classics, recipes for the confident cook for the family, father's day, healthy summer, mother's day, summer dinner, fish and chips, plaice, nut free, pregnancy friendly, Tom Kerridge's Fresh Start",Recipe,16,3375,Person,Tom Kerridge,0.00:30:00,0.01:00:00,Main course,British,Serves 4,"{'calories': '517kcal', 'carbohydrateContent': '53g', 'fatContent': '14g', 'fiberContent': '7g', 'proteinContent': '41g', 'saturatedFatContent': '2g', 'sugarContent': '5g'}",[],FALSO
5568,Cheat's salted caramel sauce,"This is so easy - don't tell anyone. A jar of salted caramel makes a great Christmas present. If you don�t want the rum, just leave it out. It still tastes amazing.

You will need to have sterilised jars to keep the caramel in. This recipe makes about 2 jam jars of caramel.",https://www.bbc.co.uk/food/recipes/cheats_salted_caramel_71714,"quick, pancake topping ideas, christmas for over 6, christmas sauces, easy christmas, easy christmas for over 6, christmas gifts, festive puds, last-minute christmas, salted caramel stars, shortcut christmas, christmas, valentine's day, caramel, pregnancy friendly, vegetarian",Recipe,3,5,Person,Emily Angle,0.00:30:00,0.00:10:00,Desserts,,Makes 2 jam jars of sauce,,['http://schema.org/VegetarianDiet'],FALSO
5569,Quick flatbreads,"Flatbreads are cooked all over the world from Mexican tortillas to Indian chapatis. They are great served soft, filled with slaw or falafels, or baked until crisp and served with dips, soups or stews.",https://www.bbc.co.uk/food/recipes/quick_flatbreads_43123,"quick, easy recipes for kids, better breads , snow day, easy family dinners, student food, flatbread, wholemeal flour, dairy free, egg free, nut free, pregnancy friendly, vegan, vegetarian",Recipe,77,4.77922E+15,Person,Jo Ingleby,0.00:30:00,0.00:30:00,Cakes and baking,,Makes 4�6 flatbreads,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
5570,Porridge with berries,"The perfect winter breakfast, this creamy-tasting porridge is topped with great value thawed frozen fruit and toasted flaked almonds for extra protein.

With a GI of 51 this meal is <a href=""https://www.bbc.co.uk/food/diets/high_protein_low_GI_diet"">high protein, low GI</a>.",https://www.bbc.co.uk/food/recipes/porridge_with_berries_50767,"quick, 400-calorie breakfasts, better for you carbs, breakfast in bed, cut your cholesterol , diabetes, easy breakfasts, emergency freezer foods, food to eat after exercise, frozen berries, healthy breakfasts, high-fibre breakfasts , high protein-low gi, high protein-low gi breakfasts, high protein, low gi day 2, low-sugar breakfast, perfect porridge, high-protein breakfasts, quick protein fixes, recipes for suhoor, sleep-friendly, start the day right, vegetarian breakfast, healthy diet plans, valentine's day, porridge, oats, egg free, healthy, pregnancy friendly, vegetarian",Recipe,6,4.66667E+15,Person,Justine Pattison,0.00:30:00,0.00:10:00,Brunch,,Serves 2,,"['http://schema.org/LowCalorieDiet', 'http://schema.org/VegetarianDiet']",FALSO
5571,Custard tart,"An English classic, the custard tart is perfect for a little smackerel of something at elevenses.",https://www.bbc.co.uk/food/recipes/custardtart_83910,"retro british, afternoon tea, dinner party, st george's day, custard tart, egg, nut free, vegetarian, A Taste of My Life",Recipe,3,5,Person,Alan Bennett,0.00:30:00,0.01:00:00,Cakes and baking,British,Serves 6,,['http://schema.org/VegetarianDiet'],FALSO
5572,British beef Raj curry,"This beef curry is a version of a childhood memory of one of Rick Stein�s mum�s curries. The curry is finished with sultanas and desiccated coconut. Serve with chutney, salted fish and poppadoms.",https://www.bbc.co.uk/food/recipes/british_beef_raj_curry_70957,"beef curry, steak, egg free, pregnancy friendly, Rick Stein's India",Recipe,25,444,Person,Rick Stein,0.00:30:00,0.02:00:00,Main course,Indian,Serves 4-6,,[],FALSO
5573,Tuna Ni�oise wrap,"We made these protein-packed wraps to take on a picnic and they were substantial and tasty � a feast in a flatbread. They survived the journey in a bicycle pannier well too, so just the thing for a day out in the hills and dales.

Each wrap provides 461 kcal, 39g protein, 45g carbohydrate (of which 4.5g sugars), 14g fat (of which 2.5g saturates), 5g fibre and 1.8g salt.",https://www.bbc.co.uk/food/recipes/tuna_nioise_wrap_20414,"quick, 500-calorie lunches, easy picnic, healthy lunch ideas, lunchbox, mediterranean lunches, quick and cheap dinners, quick protein fixes, sleep-friendly, wrap it up, lunch, picnic, green beans, egg, tinned tuna, flour tortilla, dairy free, nut free, Hairy Dieters: How to Love Food and Lose Weight",Recipe,2,5,Person,The Hairy Bikers,0.00:30:00,0.00:30:00,Light meals & snacks,,Serves 2,"{'calories': '461kcal', 'carbohydrateContent': '45g', 'fatContent': '14g', 'fiberContent': '5g', 'proteinContent': '39g', 'saturatedFatContent': '2.5g', 'sugarContent': '4.5g'}",['http://schema.org/LowLactoseDiet'],FALSO
5574,Butternut squash soup,Nothing gets wasted in Nigel Slater's butternut squash soup: the crisps that go with this easy soup are made with rosemary-speckled squash peelings. ,https://www.bbc.co.uk/food/recipes/butternut_squash_soup_90300,"quick, autumnal soups, beautiful butternut squash, make the most of your peelings , seriously special soups, veggie crowd pleasers, warming soup, winter soups, winter soups, bonfire night, christmas, easy family dinners, vegetable soup, butternut squash, egg free, gluten free, nut free, pregnancy friendly, vegetarian, autumn, winter, Nigel Slater's Dish of the Day",Recipe,10,5,Person,Nigel Slater,0.00:30:00,0.00:30:00,Light meals & snacks,,Serves 3-4,,"['http://schema.org/GlutenFreeDiet', 'http://schema.org/VegetarianDiet']",FALSO
5575,"Breast of lamb with broccoli, anchovy and caper dressing",Lamb breast is a great make-ahead dinner where slow-cooking turns a cheap cut of meat into a luxury.,https://www.bbc.co.uk/food/recipes/breast_of_lamb_with_53662,"lamb breast, egg free, nut free, summer, autumn, winter, Food & Drink",Recipe,2,45,Person,Tom Kerridge,0.12:00:00,0.02:00:00,Main course,,Serves 4,,[],FALSO
5576,Borlotti bean and chestnut soup,A creamy and warming winter soup that's substantial enough for lunch or dinner. ,https://www.bbc.co.uk/food/recipes/borlotti_bean_and_61943,"soup, borlotti beans, egg free, Saturday Kitchen",Recipe,2,45,Person,Matt Tebbutt,0.00:30:00,0.01:00:00,Light meals & snacks,,Serves 4,,[],FALSO
5577,Linguine with prawns and mussels,"This easy seafood pasta makes a great Friday night supper. Everywhere you go along the coastline of Italy it will be offered to you in some form or another, perhaps with cozze e vongole (mussels and clams), patelle (limpets) and moscardini (baby octopus), scallops, squid, and/or a combination of all of them. ",https://www.bbc.co.uk/food/recipes/linguine_with_prawns_and_29068,"quick, pimp up your prawns, prawn pasta, quick italian, pasta party dinners, step into spring, the best of antonio carluccio, dinner party, spring recipes , seafood, mussels, prawn, linguine, dairy free, egg free, nut free, Two Greedy Italians",Recipe,11,4.72727E+16,Person,Antonio Carluccio,0.00:30:00,0.00:30:00,Main course,Italian,Serves 4,,['http://schema.org/LowLactoseDiet'],FALSO
5578,Sweet and sour chicken,"You've tasted sweet and sour chicken at the takeaway, but you can make it far better at home and it's much healthier! The Hairy Bikers show you how.

Each serving provides 310 kcal, 20g protein, 40g carbohydrates (of which 32g sugars), 7g fat (of which 1g saturates), 4g fibre and 0.9g salt.",https://www.bbc.co.uk/food/recipes/sweet_and_sour_chicken_00397,"quick, fruit in savoury dinners, lower salt chicken, chinese new year, sweet and sour , chicken breast, egg free, pregnancy friendly, Hairy Bikers' Best of British",Recipe,94,4.7234E+15,Person,The Hairy Bikers,0.00:30:00,0.00:30:00,Main course,Chinese,Serves 4,"{'calories': '310kcal', 'carbohydrateContent': '40g', 'fatContent': '7g', 'fiberContent': '4g', 'proteinContent': '20g', 'saturatedFatContent': '1g', 'sugarContent': '32g'}",[],FALSO
5579,Classic sourdough,"Once you�ve made your own bread �starter� and produced a few loaves using it, there�ll be no going back to supermarket bread.",https://www.bbc.co.uk/food/recipes/classic_sourdough_21029,"slow but sure to impress, sourdough bread, strong white flour, dairy free, egg free, nut free, pregnancy friendly, vegan, vegetarian, Paul Hollywood's Bread",Recipe,18,3.94444E+16,Person,Paul Hollywood,0.02:00:00,0.01:00:00,Cakes and baking,,Makes 1 loaf,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
5580,Potato bread (Kartoffelbrot),"This is a deliciously moist, soft bread, which is perfect with white asparagus soup. It really is a multi-purpose bread and great for sandwiches or fried.",https://www.bbc.co.uk/food/recipes/potato_bread_39335,"best bread, easy bread, bread, dairy free, nut free, vegetarian, Hairy Bikers' Bakeation",Recipe,9,4.88889E+15,Person,The Hairy Bikers,0.02:00:00,0.01:00:00,Cakes and baking,,Makes 1 loaf,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/VegetarianDiet']",FALSO
5581,Small pork pies with quails� eggs,These dinky little pies are perfect for picnics or as part of a ploughman's lunch. The jelly is a nice touch but not essential if you're short of time.,https://www.bbc.co.uk/food/recipes/small_pork_pies_with_11074,"buffet, match snacks, party food, picnic, st george's day, pork pie, quails' egg, pork loin, bacon, nut free, pregnancy friendly, The Great Comic Relief Bake Off",Recipe,1,5,Person,Paul Hollywood,0.01:00:00,0.01:00:00,Light meals & snacks,British,Makes 6 pies,,[],FALSO
5582,Steamed mussels,Try Ken Hom's fragrant steamed mussels for an economical and quick supper.,https://www.bbc.co.uk/food/recipes/steamedmussels_76585,"quick, easy chinese, valentine's steak supper, chinese new year, valentine's day, seafood, dairy free, autumn",Recipe,1,5,Person,Ken Hom,0.00:30:00,0.00:10:00,Main course,Chinese,Serves 2,,['http://schema.org/LowLactoseDiet'],FALSO
5583,Vegan mince pies,These amazing vegan mince pies use filo pastry so are seriously quick and easy. Just make sure you get vegan mincemeat!,https://www.bbc.co.uk/food/recipes/light_and_fruity_mince_77851,"quick, dairy-free christmas desserts, easy healthy christmas, easy, healthy christmas for over 6, healthy christmas recipes , last-minute christmas, shortcut christmas, vegan christmas dinner, christmas, mince pies, mincemeat, egg free, pregnancy friendly, vegan, vegetarian",Recipe,5,5,Person,Emily Angle,0.00:30:00,0.00:30:00,Cakes and baking,British,Makes 12 filo mince pies,,"['http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
